1;cây atm gần tôi;;;
mất;O;O;O;O
rồi;O;O;O;O
;;;;
4659;Khóa liền cái thẻ đi không có xài mà;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
liền;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
đi;O;O;O;O
không;O;O;O;O
có;O;O;O;O
xài;O;O;O;O
mà;O;O;O;O
;;;;
4660;Tôi không nhớ thẻ để ở đâu nữa giờ có thể khóa thẻ lại giúp tôi được không;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
không;O;O;O;O
nhớ;O;O;O;O
thẻ;O;O;O;O
để;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
nữa;O;O;O;O
giờ;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
giúp;O;O;O;O
tôi;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
4661;Không muốn sử dụng nữa khóa thẻ giúp tôi đi;;;
[INTENT];cards_lock;O;O;O
Không;O;O;O;O
muốn;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
nữa;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
tôi;O;O;O;O
đi;O;O;O;O
;;;;
4662;Muốn hủy thẻ FE thì làm sao;;;
[INTENT];cards_lock;O;O;O
Muốn;O;O;O;O
hủy;O;O;O;O
thẻ;O;O;O;O
FE;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4663;Muốn khóa thẻ này lại sau này tính tiếp;;;
[INTENT];cards_lock;O;O;O
Muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
này;O;O;O;O
lại;O;O;O;O
sau;O;O;O;O
này;O;O;O;O
tính;O;O;O;O
tiếp;O;O;O;O
;;;;
4664;Tôi muốn hủy thẻ;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
hủy;O;O;O;O
thẻ;O;O;O;O
;;;;
4665;anh bị mất thẻ đóng thẻ giúp anh đi;;;
[INTENT];cards_lock;O;O;O
anh;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
đóng;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
anh;O;O;O;O
đi;O;O;O;O
;;;;
4666;Hủy thẻ được không ạ;;;
[INTENT];cards_lock;O;O;O
Hủy;O;O;O;O
thẻ;O;O;O;O
được;O;O;O;O
không;O;O;O;O
ạ;O;O;O;O
;;;;
4667;Đóng hết tiền rồi khóa thẻ dùm đi;;;
[INTENT];cards_lock;O;O;O
Đóng;O;O;O;O
hết;O;O;O;O
tiền;O;O;O;O
rồi;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
dùm;O;O;O;O
đi;O;O;O;O
;;;;
4668;mình bị mất bóp giờ làm gì để khóa lại thẻ tín dụng FE đây;;;
[INTENT];cards_lock;O;O;O
mình;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
bóp;O;O;O;O
giờ;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
FE;O;O;O;O
đây;O;O;O;O
;;;;
4669;đã nói không có nhu cầu xài thẻ nữa khóa lại dùm đi đừng gọi làm phiền nữa;;;
[INTENT];cards_lock;O;O;O
đã;O;O;O;O
nói;O;O;O;O
không;O;O;O;O
có;O;O;O;O
nhu;O;O;O;O
cầu;O;O;O;O
xài;O;O;O;O
thẻ;O;O;O;O
nữa;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
dùm;O;O;O;O
đi;O;O;O;O
đừng;O;O;O;O
gọi;O;O;O;O
làm;O;O;O;O
phiền;O;O;O;O
nữa;O;O;O;O
;;;;
4670;Thẻ này phiên phước quá tôi muốn khóa lại;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
này;O;O;O;O
phiên;O;O;O;O
phước;O;O;O;O
quá;O;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
;;;;
4671;ad cho khóa thẻ giùm cái;;;
[INTENT];cards_lock;O;O;O
ad;O;O;O;O
cho;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
giùm;O;O;O;O
cái;O;O;O;O
;;;;
4672;Bây giờ không xài thẻ nữa khóa tạm thời đi;;;
[INTENT];cards_lock;O;O;O
Bây;O;O;O;O
giờ;O;O;O;O
không;O;O;O;O
xài;O;O;O;O
thẻ;O;O;O;O
nữa;O;O;O;O
khóa;O;O;O;O
tạm;O;O;O;O
thời;O;O;O;O
đi;O;O;O;O
;;;;
4673;Khóa cái thẻ lại đi tôi chưa muốn xài tới;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
đi;O;O;O;O
tôi;O;O;O;O
chưa;O;O;O;O
muốn;O;O;O;O
xài;O;O;O;O
tới;O;O;O;O
;;;;
4674;giờ cần khóa thẻ thì liên hệ ai đây;;;
[INTENT];cards_lock;O;O;O
giờ;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
liên;O;O;O;O
hệ;O;O;O;O
ai;O;O;O;O
đây;O;O;O;O
;;;;
4675;em làm mất thẻ rồi;;;
[INTENT];cards_lock;O;O;O
em;O;O;O;O
làm;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
;;;;
4676;Tui muốn trả thẻ;;;
[INTENT];cards_lock;O;O;O
Tui;O;O;O;O
muốn;O;O;O;O
trả;O;O;O;O
thẻ;O;O;O;O
;;;;
4677;Khóa dùm cái thẻ này lại được không;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
dùm;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
này;O;O;O;O
lại;O;O;O;O
được;O;O;O;O
không;O;O;O;O
;;;;
4678;Làm gì để khóa thẻ lại vậy;;;
[INTENT];cards_lock;O;O;O
Làm;O;O;O;O
gì;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
vậy;O;O;O;O
;;;;
4679;minh mat dien thoai, khóa thẻ giúp minh;;;
[INTENT];cards_lock;O;O;O
minh;O;O;O;O
mat;O;O;O;O
dien;O;O;O;O
thoai,;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
minh;O;O;O;O
;;;;
4680;Mất thẻ rồi phải làm sao;;;
[INTENT];cards_lock;O;O;O
Mất;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4681;khóa thẻ giúp mình với mình liên hệ hoài mà không gặp được tổng đài viên;;;
[INTENT];cards_lock;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
mình;O;O;O;O
với;O;O;O;O
mình;O;O;O;O
liên;O;O;O;O
hệ;O;O;O;O
hoài;O;O;O;O
mà;O;O;O;O
không;O;O;O;O
gặp;O;O;O;O
được;O;O;O;O
tổng;O;O;O;O
đài;O;O;O;O
viên;O;O;O;O
;;;;
4682;tôi cần khóa thẻ;;;
[INTENT];cards_lock;O;O;O
tôi;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4683;mất thẻ rồi làm sao khóa thẻ đây;;;
[INTENT];cards_lock;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
đây;O;O;O;O
;;;;
4684;Thẻ tôi bị nuốt rồi khóa lại dùm với;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
tôi;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
rồi;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
dùm;O;O;O;O
với;O;O;O;O
;;;;
4685;Thẻ bị rớt mất rồi khóa thẻ lại hộ với ạ;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
bị;O;O;O;O
rớt;O;O;O;O
mất;O;O;O;O
rồi;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
hộ;O;O;O;O
với;O;O;O;O
ạ;O;O;O;O
;;;;
4686;Chỉ tôi cú pháp để khóa thẻ với;;;
[INTENT];cards_lock;O;O;O
Chỉ;O;O;O;O
tôi;O;O;O;O
cú;O;O;O;O
pháp;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
với;O;O;O;O
;;;;
4687;Không có nhớ là quăng thẻ ở đâu do lâu quá không xài làm ơn khóa lại dùm;;;
[INTENT];cards_lock;O;O;O
Không;O;O;O;O
có;O;O;O;O
nhớ;O;O;O;O
là;O;O;O;O
quăng;O;O;O;O
thẻ;O;O;O;O
ở;O;O;O;O
đâu;O;O;O;O
do;O;O;O;O
lâu;O;O;O;O
quá;O;O;O;O
không;O;O;O;O
xài;O;O;O;O
làm;O;O;O;O
ơn;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
dùm;O;O;O;O
;;;;
4688;Thẻ gì phiền phức, khóa thẻ lại đi không xài nữa;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
gì;O;O;O;O
phiền;O;O;O;O
phức,;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
đi;O;O;O;O
không;O;O;O;O
xài;O;O;O;O
nữa;O;O;O;O
;;;;
4689;Muốn khóa hủy thẻ thì phải làm sao;;;
[INTENT];cards_lock;O;O;O
Muốn;O;O;O;O
khóa;O;O;O;O
hủy;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4690;không có nhu cầu xài thẻ cần khóa thẻ lại;;;
[INTENT];cards_lock;O;O;O
không;O;O;O;O
có;O;O;O;O
nhu;O;O;O;O
cầu;O;O;O;O
xài;O;O;O;O
thẻ;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
;;;;
4691;Cảm phiền hủy dùm cho tôi;;;
[INTENT];cards_lock;O;O;O
Cảm;O;O;O;O
phiền;O;O;O;O
hủy;O;O;O;O
dùm;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
;;;;
4692;Chưa có nhu cầu sử dụng nữa nên vui lòng khóa thẻ dùm;;;
[INTENT];cards_lock;O;O;O
Chưa;O;O;O;O
có;O;O;O;O
nhu;O;O;O;O
cầu;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
nữa;O;O;O;O
nên;O;O;O;O
vui;O;O;O;O
lòng;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
dùm;O;O;O;O
;;;;
4693;anh bị mất thẻ tín dụng, khóa thẻ luôn giúp anh được ko?;;;
[INTENT];cards_lock;O;O;O
anh;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng,;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
luôn;O;O;O;O
giúp;O;O;O;O
anh;O;O;O;O
được;O;O;O;O
ko?;O;O;O;O
;;;;
4694;làm sao để khóa thẻ;;;
[INTENT];cards_lock;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4695;Em oi tren eBank khoa the ghi no visa o muc nao the em?;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
oi;O;O;O;O
tren;O;O;O;O
eBank;O;O;O;O
khoa;O;O;O;O
the;O;O;O;O
ghi;O;O;O;O
no;O;O;O;O
visa;O;O;O;O
o;O;O;O;O
muc;O;O;O;O
nao;O;O;O;O
the;O;O;O;O
em?;O;O;O;O
;;;;
4696;Tôi muốn khóa thẻ tín dụng thì cần làm thủ tục gì?;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
cần;O;O;O;O
làm;O;O;O;O
thủ;O;O;O;O
tục;O;O;O;O
gì?;O;O;O;O
;;;;
4697;T muốn lock thẻ tín dụng của mình;;;
[INTENT];cards_lock;O;O;O
T;O;O;O;O
muốn;O;O;O;O
lock;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
;;;;
4698;M muốn khóa thẻ visa cashfree.;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
cashfree.;O;O;O;O
;;;;
4699;Tư vấn mình cách khóa thẻ tín dụng TPB với!;;;
[INTENT];cards_lock;O;O;O
Tư;O;O;O;O
vấn;O;O;O;O
mình;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
TPB;O;O;O;O
với!;O;O;O;O
;;;;
4700;Mình muốn dừng dùng thẻ tín dụng;;;
[INTENT];cards_lock;O;O;O
Mình;O;O;O;O
muốn;O;O;O;O
dừng;O;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
4701;Mình mới bị mất thẻ visa debit, bạn khóa dùm mình nha!;;;
[INTENT];cards_lock;O;O;O
Mình;O;O;O;O
mới;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit,;O;O;O;O
bạn;O;O;O;O
khóa;O;O;O;O
dùm;O;O;O;O
mình;O;O;O;O
nha!;O;O;O;O
;;;;
4702;Cho hỏi mình muốn khoá thẻ tín dụng thì làm thế nào nhi?;;;
[INTENT];cards_lock;O;O;O
Cho;O;O;O;O
hỏi;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
khoá;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
nhi?;O;O;O;O
;;;;
4703;Làm sao để khóa thẻ;;;
[INTENT];cards_lock;O;O;O
Làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4704;Tôi không có nhu cầu sử dụng thẻ tín dụng, muốn khóa thẻ;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
không;O;O;O;O
có;O;O;O;O
nhu;O;O;O;O
cầu;O;O;O;O
sử;O;O;O;O
dụng;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng,;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4705;Thẻ tín dụng của tôi cần được khóa vì bị thất lạc;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
tôi;O;O;O;O
cần;O;O;O;O
được;O;O;O;O
khóa;O;O;O;O
vì;O;O;O;O
bị;O;O;O;O
thất;O;O;O;O
lạc;O;O;O;O
;;;;
4706;Khóa tài khoản thẻ tín dụng của ngân hàng TP;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
TP;O;O;O;O
;;;;
4707;thẻ của em bị mất, khóa thẻ giúp em với;;;
[INTENT];cards_lock;O;O;O
thẻ;O;O;O;O
của;O;O;O;O
em;O;O;O;O
bị;O;O;O;O
mất,;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
em;O;O;O;O
với;O;O;O;O
;;;;
4708;cần khóa thẻ ngay bây giờ;;;
[INTENT];cards_lock;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ngay;O;O;O;O
bây;O;O;O;O
giờ;O;O;O;O
;;;;
4709;khoá thẻ;;;
[INTENT];cards_lock;O;O;O
khoá;O;O;O;O
thẻ;O;O;O;O
;;;;
4710;khoá tài khoản;;;
[INTENT];cards_lock;O;O;O
khoá;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
;;;;
4711;Em bi khoa the jio ko lam sao a;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
bi;O;O;O;O
khoa;O;O;O;O
the;O;O;O;O
jio;O;O;O;O
ko;O;O;O;O
lam;O;O;O;O
sao;O;O;O;O
a;O;O;O;O
;;;;
4712;Thẻ FreeGo của mình bị nuốt rồi mình muốn khóa thẻ;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
FreeGo;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
rồi;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4713;Hãy khóa thẻ tín dụng cho tôi;;;
[INTENT];cards_lock;O;O;O
Hãy;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
;;;;
4714;Ứng dụng Mygo có hỗ trợ khóa thẻ FreeGo đc ko?;;;
[INTENT];cards_lock;O;O;O
Ứng;O;O;O;O
dụng;O;O;O;O
Mygo;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
FreeGo;O;O;O;O
đc;O;O;O;O
ko?;O;O;O;O
;;;;
4715;Bên mình sđt hỗ trợ khóa thẻ ghi nợ visa cashfee ntn v?;;;
[INTENT];cards_lock;O;O;O
Bên;O;O;O;O
mình;O;O;O;O
sđt;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
cashfee;O;O;O;O
ntn;O;O;O;O
v?;O;O;O;O
;;;;
4716;Chào bạn mình tên là Trang khóa hộ mình cái thẻ ghi nợ visa với nhé, để mình gửi thông tin cá nhân chi tiết cho bạn;;;
[INTENT];cards_lock;O;O;O
Chào;O;O;O;O
bạn;O;O;O;O
mình;O;O;O;O
tên;O;O;O;O
là;O;O;O;O
Trang;O;O;O;O
khóa;O;O;O;O
hộ;O;O;O;O
mình;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
với;O;O;O;O
nhé,;O;O;O;O
để;O;O;O;O
mình;O;O;O;O
gửi;O;O;O;O
thông;O;O;O;O
tin;O;O;O;O
cá;O;O;O;O
nhân;O;O;O;O
chi;O;O;O;O
tiết;O;O;O;O
cho;O;O;O;O
bạn;O;O;O;O
;;;;
4717;cần khóa thẻ ngay lập tức;;;
[INTENT];cards_lock;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ngay;O;O;O;O
lập;O;O;O;O
tức;O;O;O;O
;;;;
4718;Bạn có thể giúp mình khóa thẻ atm được không ?;;;
[INTENT];cards_lock;O;O;O
Bạn;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
giúp;O;O;O;O
mình;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
atm;O;O;O;O
được;O;O;O;O
không;O;O;O;O
?;O;O;O;O
;;;;
4719;Có khóa thẻ FreeGo trên ứng dụng điện thoại luôn được ko?;;;
[INTENT];cards_lock;O;O;O
Có;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
FreeGo;O;O;O;O
trên;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
luôn;O;O;O;O
được;O;O;O;O
ko?;O;O;O;O
;;;;
4720;Tôi không biết làm cách nào để khóa thẻ tín dụng;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
không;O;O;O;O
biết;O;O;O;O
làm;O;O;O;O
cách;O;O;O;O
nào;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
4721;tôi muốn khóa Thẻ ATM;;;
[INTENT];cards_lock;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
Thẻ;O;O;O;O
ATM;O;O;O;O
;;;;
4722;Vào đâu trên ebank để khóa thẻ visa debit hả bạn?;;;
[INTENT];cards_lock;O;O;O
Vào;O;O;O;O
đâu;O;O;O;O
trên;O;O;O;O
ebank;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
hả;O;O;O;O
bạn?;O;O;O;O
;;;;
4723;Khóa thẻ visa debit trên mạng đc ko?;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
trên;O;O;O;O
mạng;O;O;O;O
đc;O;O;O;O
ko?;O;O;O;O
;;;;
4724;Mình bị rơi thẻ tín dụng và giờ muốn khoá thẻ đó lại, giúp mình với nhé!;;;
[INTENT];cards_lock;O;O;O
Mình;O;O;O;O
bị;O;O;O;O
rơi;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
và;O;O;O;O
giờ;O;O;O;O
muốn;O;O;O;O
khoá;O;O;O;O
thẻ;O;O;O;O
đó;O;O;O;O
lại,;O;O;O;O
giúp;O;O;O;O
mình;O;O;O;O
với;O;O;O;O
nhé!;O;O;O;O
;;;;
4725;lam sao khóa Thẻ FreeGo;;;
[INTENT];cards_lock;O;O;O
lam;O;O;O;O
sao;O;O;O;O
khóa;O;O;O;O
Thẻ;O;O;O;O
FreeGo;O;O;O;O
;;;;
4726;Thẻ visa debit của mình bị thất lạc rồi thì khóa thẻ ntn?;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
bị;O;O;O;O
thất;O;O;O;O
lạc;O;O;O;O
rồi;O;O;O;O
thì;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ntn?;O;O;O;O
;;;;
4727;Hướng dẫn c cách khóa thẻ ghi nợ CashFree với e gái ơi;;;
[INTENT];cards_lock;O;O;O
Hướng;O;O;O;O
dẫn;O;O;O;O
c;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
CashFree;O;O;O;O
với;O;O;O;O
e;O;O;O;O
gái;O;O;O;O
ơi;O;O;O;O
;;;;
4728;Khoá thẻ tín dụng có phức tạp không bạn?;;;
[INTENT];cards_lock;O;O;O
Khoá;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
có;O;O;O;O
phức;O;O;O;O
tạp;O;O;O;O
không;O;O;O;O
bạn?;O;O;O;O
;;;;
4729;Khách hàng của mình không hay dùng TP Bank mấy nên mình muốn khóa thẻ TP Bank của mình lại có được không bạn?;;;
[INTENT];cards_lock;O;O;O
Khách;O;O;O;O
hàng;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
không;O;O;O;O
hay;O;O;O;O
dùng;O;O;O;O
TP;O;O;O;O
Bank;O;O;O;O
mấy;O;O;O;O
nên;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
TP;O;O;O;O
Bank;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
lại;O;O;O;O
có;O;O;O;O
được;O;O;O;O
không;O;O;O;O
bạn?;O;O;O;O
;;;;
4730;Hướng dẫn mình lm s khóa thẻ visa debit trên ebank ddc k?;;;
[INTENT];cards_lock;O;O;O
Hướng;O;O;O;O
dẫn;O;O;O;O
mình;O;O;O;O
lm;O;O;O;O
s;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
trên;O;O;O;O
ebank;O;O;O;O
ddc;O;O;O;O
k?;O;O;O;O
;;;;
4731;tooi muốn khóa Thẻ Visa Debit Platinum;;;
[INTENT];cards_lock;O;O;O
tooi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
Thẻ;O;O;O;O
Visa;O;O;O;O
Debit;O;O;O;O
Platinum;O;O;O;O
;;;;
4732;Em bị mất ví và mất thẻ ngân hàng;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
ví;O;O;O;O
và;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
;;;;
4733;M muốn khóa thẻ ghi nợ visa CashFree thì có làm đc ngay k b?;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
CashFree;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
làm;O;O;O;O
đc;O;O;O;O
ngay;O;O;O;O
k;O;O;O;O
b?;O;O;O;O
;;;;
4734;Mình phải ra quầy dao dịch báo khóa thẻ đúng không hả bạn?;;;
[INTENT];cards_lock;O;O;O
Mình;O;O;O;O
phải;O;O;O;O
ra;O;O;O;O
quầy;O;O;O;O
dao;O;O;O;O
dịch;O;O;O;O
báo;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
đúng;O;O;O;O
không;O;O;O;O
hả;O;O;O;O
bạn?;O;O;O;O
;;;;
4735;Em ơi chị muốn khóa thẻ ghi nợ visa thì em dạy chị với;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
ơi;O;O;O;O
chị;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
thì;O;O;O;O
em;O;O;O;O
dạy;O;O;O;O
chị;O;O;O;O
với;O;O;O;O
;;;;
4736;Làm thế nào để khóa thẻ tín dụng/;;;
[INTENT];cards_lock;O;O;O
Làm;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng/;O;O;O;O
;;;;
4737;Khóa thẻ tín dụng giúp tôi;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
giúp;O;O;O;O
tôi;O;O;O;O
;;;;
4738;khóa thẻ trên ebank được không hay phải đến ngân hàng;;;
[INTENT];cards_lock;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
trên;O;O;O;O
ebank;O;O;O;O
được;O;O;O;O
không;O;O;O;O
hay;O;O;O;O
phải;O;O;O;O
đến;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
;;;;
4739;M k muốn dùng thẻ ATM nữa thì m khóa lại có đc k hả b?;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
k;O;O;O;O
muốn;O;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
ATM;O;O;O;O
nữa;O;O;O;O
thì;O;O;O;O
m;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
có;O;O;O;O
đc;O;O;O;O
k;O;O;O;O
